קופה,תקופה,קוד,נכס,כמות
101,01/2022,7240,"לא סחירים FORWARD, SWAP חוזים עתידיים על ריבית",-477.95
101,01/2022,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",-18824.3
101,01/2022,7251,"בחו""ל לא סחירים FORWARD, SWAP חוזים עתידיים על מדדים כולל מניות",21.43
101,01/2022,7271,סחירים long אופציות על מדדים כולל מניות,7277.49
101,01/2022,7274,סחירים short אופציות על מדדים כולל מניות,-16148.37
101,01/2022,5388,אופציות סחירות על מניות ועל מדד מניות (long),173.68
101,01/2022,5396,אופציות סחירות על מניות ועל מדד מניות בחסר (short),-185.98
101,01/2022,9281,ומעלה בישראל -AA בדירוג (Tranch) שכבת חוב,24268.75
101,01/2022,8774,ומעלה בישראל -AA בדירוג (Tranch) שכבת חוב,3163.98
101,01/2022,8867,"ומעלה בחו""ל +BB בדירוג (Tranch) שכבת חוב",0.3
101,01/2022,95,הלוואות לעמיתים,144430.6
101,01/2022,7341," מספקת, או משכנתא ראשונה על זכות במקרקעין או התחייבות לרישום משכנתא שנרשם עליה משכון כדין -BBB תיקי משכנתאות בדירוג",117903.34
101,01/2022,7347,ומעלה -AA הלוואות עם ערבות בנקאית בדירוג,115.65
101,01/2022,7354,-BBB -  הלוואות עם ערבות בנקאית בדירוג נמוך מ,34.69
101,01/2022,7361,ומעלה -AA הלוואות מובטחות בביטחונות אחרים בדירוג,452207.23
101,01/2022,7364,-BBB: +A  הלוואות מובטחות בביטחונות אחרים בדירוג,636783.16
101,01/2022,7367,-BBB: - הלוואות מובטחות בביטחונות אחרים בדירוג נמוך מ,8317.55
101,01/2022,7377,"הלוואות בחו""ל מובטחות בביטחונות אחרים",264519.92
101,01/2022,7381,"הלוואות בחו""ל לא מובטחות",13500.28
101,01/2022,7397,"ומעלה לתקופה של מעל שלושה חודשים ועד שנה -AA פיקדונות נקובים במט""ח בדירוג",2169.22
101,01/2022,7404,ומעלה לתקופה של מעל שנה -AA פיקדונות צמודי מדד בדירוג,1681.21
101,01/2022,7407,ומעלה לתקופה של מעל שנה -AA פיקדונות לא צמודים בדירוג,947.86
101,01/2022,5202,זכויות במקרקעין מניבים,154605.87
101,01/2022,5204,"זכויות במקרקעין מניבים בחו""ל",14729.75
101,01/2022,554,חייבים שונים,59443.61
101,01/2022,555,זכאים (ירשם במינוס,-30391.11
101,01/2022,5050,זכאים מס הכנסה,-1265.43
