קופה,תקופה,קוד,נכס,כמות
241,01/2022,530,"מניות סחירות של תאגיד תושב חוץ בשיעור החזקה של עד 10% בחו""ל",81276.63
241,01/2022,5901,השקעות בתעודות סל שמחקות מדדי מניות בארץ,14858.39
241,01/2022,5907,"השקעות בתעודות סל שמחקות מדדי אג""ח בארץ",8591.06
241,01/2022,5921,השקעה בתעודות סל שמחקות מדדי מניות,58217.46
241,01/2022,5924,"השקעה בתעודות סל שמחקות מדדי אג""ח",1099.42
241,01/2022,9201,"תעודת השתתפות בקרנות נאמנות - אג""ח קונצרני",17099.12
241,01/2022,9207,תעודת השתתפות בקרנות נאמנות - מניות,10553.84
241,01/2022,9211,תעודת השתתפות בקרנות נאמנות - אחר,11885.82
241,01/2022,553,קרנות הון סיכון,1129.95
241,01/2022,7191,קרנות גידור,13427.17
241,01/2022,552,קרנות השקעה אחרות,845.3
241,01/2022,5305,"קרנות נדל""ן בחו""ל",188.56
241,01/2022,5004,"קרנות השקעה אחרות בחו""ל",824.89
241,01/2022,313,Warrants אופציות מסוג,351.45
241,01/2022,7211,Warrants כתבי אופציה לא סחירים מסוג,6.85
241,01/2022,5279,אופציה מסוג Warrant,75.7
241,01/2022,7221,"בחו""ל Warrants כתבי אופציה לא סחירים מסוג",67.67
241,01/2022,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",1052.08
241,01/2022,7237,"לא סחירים FORWARD, SWAP חוזים עתידיים על מט""ח/מט""ח",36.31
241,01/2022,7240,"לא סחירים FORWARD, SWAP חוזים עתידיים על ריבית",-35.87
241,01/2022,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",-957.1
241,01/2022,7251,"בחו""ל לא סחירים FORWARD, SWAP חוזים עתידיים על מדדים כולל מניות",-360.33
241,01/2022,7254,"בחו""ל לא סחירים FORWARD, SWAP חוזים עתידיים על מט""ח",-25.08
241,01/2022,7271,סחירים long אופציות על מדדים כולל מניות,331.86
241,01/2022,7274,סחירים short אופציות על מדדים כולל מניות,-139.88
241,01/2022,5563,"שקל/מט""ח לא סחירות (long) OTC אופציות",120.49
241,01/2022,5565,"שקל/מט""ח (short) בחסר OTC אופציות",-47.86
241,01/2022,5388,אופציות סחירות על מניות ועל מדד מניות (long),536.44
241,01/2022,5396,אופציות סחירות על מניות ועל מדד מניות בחסר (short),-310.2
241,01/2022,7304,"בחו""ל לא סחירות long אופציות על שקל/מט""ח",308.81
241,01/2022,7321,"בחו""ל לא סחירות short אופציות על שקל/מט""ח",-91.7
241,01/2022,9234,מוצרים מובנים בישראל עם קרן מובטחת ונכס בסיס מדד,974.51
241,01/2022,9247,מוצרים מובנים בישראל עם קרן לא מובטחת ונכס בסיס ריבית,201.94
241,01/2022,8731,מוצרים מובנים בישראל עם קרן לא מובטחת ונכס בסיס מניות,1554.82
241,01/2022,8774,ומעלה בישראל -AA בדירוג (Tranch) שכבת חוב,66.95
241,01/2022,9304,"מוצרים מובנים בחו""ל עם קרן מובטחת ונכס בסיס מניות",4377.87
241,01/2022,7341," מספקת, או משכנתא ראשונה על זכות במקרקעין או התחייבות לרישום משכנתא שנרשם עליה משכון כדין -BBB תיקי משכנתאות בדירוג",5815.41
241,01/2022,7344,"כנגדם בטוחה מספקת, או משכנתא ראשונה על זכות  או התחייבות לרישום משכנתא שנרשם עליה  -BBB - תיקי משכנתאות בדירוג נמוך מ",1276.22
241,01/2022,7361,ומעלה -AA הלוואות מובטחות בביטחונות אחרים בדירוג,38793.37
241,01/2022,7364,-BBB: +A  הלוואות מובטחות בביטחונות אחרים בדירוג,9041.7
241,01/2022,7367,-BBB: - הלוואות מובטחות בביטחונות אחרים בדירוג נמוך מ,2595.6
241,01/2022,7377,"הלוואות בחו""ל מובטחות בביטחונות אחרים",2326.31
241,01/2022,7397,"ומעלה לתקופה של מעל שלושה חודשים ועד שנה -AA פיקדונות נקובים במט""ח בדירוג",-2619.9
241,01/2022,7404,ומעלה לתקופה של מעל שנה -AA פיקדונות צמודי מדד בדירוג,1750.3
241,01/2022,554,חייבים שונים,1689.1
241,01/2022,555,זכאים (ירשם במינוס,-601.76
241,01/2022,5050,זכאים מס הכנסה,-914.0
