קופה,תקופה,קוד,נכס,כמות
101,01/2021,5305,"קרנות נדל""ן בחו""ל",104281.4
101,01/2021,5004,"קרנות השקעה אחרות בחו""ל",371019.75
101,01/2021,313,Warrants אופציות מסוג,40.67
101,01/2021,7221,"בחו""ל Warrants כתבי אופציה לא סחירים מסוג",12.38
101,01/2021,7231,"לא סחירים FORWARD, SWAP חוזים עתידיים על מדדים כולל מניות",-254.7
101,01/2021,7234,"לא סחירים FORWARD, SWAP חוזים עתידיים על שקל/מט""ח",456.6
101,01/2021,7237,"לא סחירים FORWARD, SWAP חוזים עתידיים על מט""ח/מט""ח",-1142.83
101,01/2021,7240,"לא סחירים FORWARD, SWAP חוזים עתידיים על ריבית",-10960.01
101,01/2021,9215,"חוזים עתידיים סחירים בחו""ל - FUTURES",6347.24
101,01/2021,7251,"בחו""ל לא סחירים FORWARD, SWAP חוזים עתידיים על מדדים כולל מניות",357.94
101,01/2021,7271,סחירים long אופציות על מדדים כולל מניות,14268.67
101,01/2021,7274,סחירים short אופציות על מדדים כולל מניות,-21339.95
101,01/2021,7287,לא סחירות short על מדדים כולל מניות OTC אופציות,-11.3
101,01/2021,5388,אופציות סחירות על מניות ועל מדד מניות (long),97.86
101,01/2021,5396,אופציות סחירות על מניות ועל מדד מניות בחסר (short),-56.75
101,01/2021,9281,ומעלה בישראל -AA בדירוג (Tranch) שכבת חוב,50222.18
101,01/2021,8774,ומעלה בישראל -AA בדירוג (Tranch) שכבת חוב,8226.68
101,01/2021,8867,"ומעלה בחו""ל +BB בדירוג (Tranch) שכבת חוב",0.31
101,01/2021,95,הלוואות לעמיתים,142430.46
101,01/2021,7341," מספקת, או משכנתא ראשונה על זכות במקרקעין או התחייבות לרישום משכנתא שנרשם עליה משכון כדין -BBB תיקי משכנתאות בדירוג",186925.79
101,01/2021,7347,ומעלה -AA הלוואות עם ערבות בנקאית בדירוג,1219.51
101,01/2021,7354,-BBB -  הלוואות עם ערבות בנקאית בדירוג נמוך מ,177.7
101,01/2021,7361,ומעלה -AA הלוואות מובטחות בביטחונות אחרים בדירוג,558325.55
101,01/2021,7364,-BBB: +A  הלוואות מובטחות בביטחונות אחרים בדירוג,664320.3
101,01/2021,7367,-BBB: - הלוואות מובטחות בביטחונות אחרים בדירוג נמוך מ,24289.3
101,01/2021,7377,"הלוואות בחו""ל מובטחות בביטחונות אחרים",226857.38
101,01/2021,7381,"הלוואות בחו""ל לא מובטחות",15785.4
101,01/2021,7397,"ומעלה לתקופה של מעל שלושה חודשים ועד שנה -AA פיקדונות נקובים במט""ח בדירוג",2110.5
101,01/2021,7404,ומעלה לתקופה של מעל שנה -AA פיקדונות צמודי מדד בדירוג,44363.96
101,01/2021,7407,ומעלה לתקופה של מעל שנה -AA פיקדונות לא צמודים בדירוג,4943.7
101,01/2021,5202,זכויות במקרקעין מניבים,136487.29
101,01/2021,5204,"זכויות במקרקעין מניבים בחו""ל",12513.64
101,01/2021,554,חייבים שונים,32054.27
101,01/2021,555,זכאים (ירשם במינוס,-25591.77
101,01/2021,5050,זכאים מס הכנסה,-2234.05
