קופה,תקופה,קוד,נכס,כמות
101,05/1999,85,"אג""ח מיועדות %5",419818.0
101,05/1999,86,"אג""ח סחירות ממשלתיות",4983007.0
101,05/1999,88,מניות גמול,2151.0
101,05/1999,304,"מק""מ",47255.0
101,05/1999,102,"פק""מ וקצר מועד אחר",350000.0
101,05/1999,106,"יתרות מזומנים ועו""ש בשקלים חדשים",183533.0
101,05/1999,308,"לפחות AA אג""ח בדירוג",784606.0
101,05/1999,309,"אג""ח קונצרניות סחירות",278119.0
101,05/1999,310,"אג""ח להמרה סחירות",26002.0
101,05/1999,311,אופציה ישראלית,243.0
101,05/1999,313,Warrants אופציות מסוג,3417.0
101,05/1999,316,מניות סחירות,1558120.0
101,05/1999,93,"מניות נסחרות בחו""ל",22468.0
101,05/1999,95,הלוואות לעמיתים,20596.0
101,05/1999,96,הלוואות אחרות,152226.0
101,05/1999,97,פקדונות צמודים,593942.0
101,05/1999,98,תיקי משכנתאות,8624.0
101,05/1999,103,חייבים שונים נטו,9933.0
101,05/1999,107,"אג""ח קונצרניות לא סחירות",488993.0
101,05/1999,108,מניות לא סחירות,30853.0
101,05/1999,329,נכסים אחרים לא סחירים,439.0
