קופה,תקופה,קוד,נכס,כמות
239,01/2022,7321,"בחו""ל לא סחירות short אופציות על שקל/מט""ח",-61.95
239,01/2022,9234,מוצרים מובנים בישראל עם קרן מובטחת ונכס בסיס מדד,692.92
239,01/2022,9247,מוצרים מובנים בישראל עם קרן לא מובטחת ונכס בסיס ריבית,143.59
239,01/2022,8731,מוצרים מובנים בישראל עם קרן לא מובטחת ונכס בסיס מניות,1099.85
239,01/2022,8774,ומעלה בישראל -AA בדירוג (Tranch) שכבת חוב,64.69
239,01/2022,9304,"מוצרים מובנים בחו""ל עם קרן מובטחת ונכס בסיס מניות",2840.72
239,01/2022,7341," מספקת, או משכנתא ראשונה על זכות במקרקעין או התחייבות לרישום משכנתא שנרשם עליה משכון כדין -BBB תיקי משכנתאות בדירוג",3209.92
239,01/2022,7344,"כנגדם בטוחה מספקת, או משכנתא ראשונה על זכות  או התחייבות לרישום משכנתא שנרשם עליה  -BBB - תיקי משכנתאות בדירוג נמוך מ",1233.2
239,01/2022,7361,ומעלה -AA הלוואות מובטחות בביטחונות אחרים בדירוג,15410.62
239,01/2022,7364,-BBB: +A  הלוואות מובטחות בביטחונות אחרים בדירוג,8484.99
239,01/2022,7367,-BBB: - הלוואות מובטחות בביטחונות אחרים בדירוג נמוך מ,2485.22
239,01/2022,7377,"הלוואות בחו""ל מובטחות בביטחונות אחרים",2247.88
239,01/2022,7397,"ומעלה לתקופה של מעל שלושה חודשים ועד שנה -AA פיקדונות נקובים במט""ח בדירוג",-453.1
239,01/2022,7404,ומעלה לתקופה של מעל שנה -AA פיקדונות צמודי מדד בדירוג,680.05
239,01/2022,554,חייבים שונים,898.71
239,01/2022,555,זכאים (ירשם במינוס,-516.35
239,01/2022,5050,זכאים מס הכנסה,-248.06
