קופה,תקופה,קוד,נכס,כמות
101,11/1999,85,"אג""ח מיועדות %5",310412.0
101,11/1999,86,"אג""ח סחירות ממשלתיות",5461613.0
101,11/1999,88,מניות גמול,2339.0
101,11/1999,304,"מק""מ",49970.0
101,11/1999,102,"פק""מ וקצר מועד אחר",50000.0
101,11/1999,106,"יתרות מזומנים ועו""ש בשקלים חדשים",226198.0
101,11/1999,308,"לפחות AA אג""ח בדירוג",807738.0
101,11/1999,309,"אג""ח קונצרניות סחירות",253948.0
101,11/1999,310,"אג""ח להמרה סחירות",23775.0
101,11/1999,311,אופציה ישראלית,4286.0
101,11/1999,313,Warrants אופציות מסוג,3761.0
101,11/1999,316,מניות סחירות,1630842.0
101,11/1999,93,"מניות נסחרות בחו""ל",28791.0
101,11/1999,95,הלוואות לעמיתים,18260.0
101,11/1999,96,הלוואות אחרות,148787.0
101,11/1999,97,פקדונות צמודים,582405.0
101,11/1999,98,תיקי משכנתאות,8474.0
101,11/1999,103,חייבים שונים נטו,9345.0
101,11/1999,107,"אג""ח קונצרניות לא סחירות",513410.0
101,11/1999,108,מניות לא סחירות,32467.0
101,11/1999,329,נכסים אחרים לא סחירים,4272.0
